id	type	modified	ownerInstitutionCode	dynamicProperties	eventID	parentEventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	eventDate	eventTime	eventRemarks	locationID	country	countryCode	stateProvince	municipality	locality	verbatimLocality	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	footprintWKT	footprintSRS
120DDDC6-FFDF-4D8F-B76A-008455E62923	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"277" }	120DDDC6-FFDF-4D8F-B76A-008455E62923	CA756765-152B-4F35-8102-F98FEF0716A9	Distance sampling based on line transects	NA	NA	2002-08-12	NA	Human observation	69077811-7F0C-40A3-A4BA-B7FD0F112375	Norway	NO	Finnmark	Vardø	Komagdalen	Øst Finnmark	In the original data this is known as lineID 815, and reporting level: Øst Finnmark	70.266	30.4785	EPSG:4326	2000	NA	NA
D2B7B061-86FA-4D83-8493-008B1E57F758	Event	2018-01-31 15:51:34.25	Fefo	NA	D2B7B061-86FA-4D83-8493-008B1E57F758		Distance sampling based on line transects	4016	metre	2008-08-16	14:15:00/16:30:00	Line transect	F732A53C-28B9-4EA5-9A50-1DE2012A361C	Norway	NO	Finnmark	Kautokeino	Geadgejavri	Indre Finnmark	In the original data this is known as lineID 928, and reporting level: Indre Finnmark			EPSG:4326		LINESTRING (23.339250712785912 68.702557942656767, 23.437844273265814 68.701164954088512)	GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["Degree",0.0174532925199433]]
F2B2AF1E-C3A9-4181-BCFB-0096700C1125	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"24" }	F2B2AF1E-C3A9-4181-BCFB-0096700C1125	A8D95BAB-E303-4882-821A-887835592400	Distance sampling based on line transects	NA	NA	2004-08-11	NA	Human observation	0CF75749-1EB2-4521-A619-78B2FACF4747	Norway	NO	Finnmark	Kvalsund	Sennalandet	Vest Finnmark kyst	In the original data this is known as lineID 966, and reporting level: Vest Finnmark kyst	70.1805	24.0405	EPSG:4326	100	NA	NA
8CE7B79E-37EC-4EDC-84A1-009E3F496F3C	Event	2018-01-31 15:51:34.25	Fefo	NA	8CE7B79E-37EC-4EDC-84A1-009E3F496F3C		Distance sampling based on line transects	3003	metre	2016-08-16	19:25:00/20:58:00	Line transect	F24C952F-477F-4522-BD60-7CBC72DBC42C	Norway	NO	Finnmark	Sør-Varanger	Pasvik	Pasvik	In the original data this is known as lineID 1138, and reporting level: Øst Finnmark			EPSG:4326		LINESTRING (29.704104457054186 69.490531369107416, 29.700359342144846 69.463645659530656)	GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["Degree",0.0174532925199433]]
1B3B8002-692E-47DF-8941-00A7664C188C	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"42" }	1B3B8002-692E-47DF-8941-00A7664C188C	E6F9F6E6-3688-44F0-876F-7B6F5BFE7ADE	Distance sampling based on line transects	NA	NA	2012-08-08	21:10:00	Human observation	3D061D83-DBA0-4C6E-A377-F9F7F9192D1B	Norway	NO	Finnmark	Nesseby	Nyborgmoen/Kroken	Øst Finnmark	In the original data this is known as lineID 1117, and reporting level: Øst Finnmark	70.2397	28.6656	EPSG:4326	100	NA	NA
CF8C4BBA-3FFF-4A12-8184-00AB7E8CEF5B	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"7" }	CF8C4BBA-3FFF-4A12-8184-00AB7E8CEF5B	D9C483DE-CEB0-49A5-A743-96983FC528D3	Distance sampling based on line transects	NA	NA	2002-08-12	NA	Human observation	6CCB7CCD-1D78-4FD5-A24A-DAA85110F875	Norway	NO	Finnmark	Vardø	Komagdalen	Øst Finnmark	In the original data this is known as lineID 816, and reporting level: Øst Finnmark	70.2772	30.4595	EPSG:4326	100	NA	NA
072A8082-EB75-49B3-BFEA-00B4A0CA0B6E	Event	2018-01-31 15:51:34.25	Fefo	NA	072A8082-EB75-49B3-BFEA-00B4A0CA0B6E		Distance sampling based on line transects	6223	metre	2008-08-15	17:45:00/20:50:00	Line transect	4F3A4B0F-46C2-437B-BEC8-28484E851D09	Norway	NO	Finnmark	Kautokeino	Spielgajavrrit	Indre Finnmark	In the original data this is known as lineID 921, and reporting level: Indre Finnmark			EPSG:4326		LINESTRING (23.210810031618379 69.2247344172589, 23.216474607481064 69.280294364932516)	GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["Degree",0.0174532925199433]]
19EE270A-16F2-4EB3-B42B-00C4DF0D5FF3	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"40" }	19EE270A-16F2-4EB3-B42B-00C4DF0D5FF3	F8A520AA-E75B-4174-BB76-B752A54EFBD8	Distance sampling based on line transects	NA	NA	2005-08-20	NA	Human observation	EA3B0F4F-DE16-403A-8D8E-E16119EDB9A3	Norway	NO	Finnmark	Karasjok	Karasjok Iskuras	Indre Finnmark	In the original data this is known as lineID 1064, and reporting level: Indre Finnmark	69.3466	25.2478	EPSG:4326	2000	NA	NA
3C8AFC10-CA16-4F36-98B1-00CAE29BCDD5	Event	2018-01-31 15:51:34.25	Fefo	NA	3C8AFC10-CA16-4F36-98B1-00CAE29BCDD5		Distance sampling based on line transects	4388	metre	2011-08-07	11:10:00/13:30:00	Line transect	97F8BC37-E12F-49B6-ADA1-1CBFABA9148D	Norway	NO	Finnmark	Porsanger	Leirpollen	Vest Finnmark kyst	In the original data this is known as lineID 1021, and reporting level: Vest Finnmark kyst			EPSG:4326		LINESTRING (25.571019685890931 70.407985979019713, 25.687705081088698 70.408868592950867)	GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["Degree",0.0174532925199433]]
5FCBEE21-6B25-4BF4-AA05-00D9CA9A4022	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"54" }	5FCBEE21-6B25-4BF4-AA05-00D9CA9A4022	4C01295D-4B0A-45D0-B3AA-78A009454E9B	Distance sampling based on line transects	NA	NA	2015-08-15	20:35:00	Human observation	8CFA6785-4C9F-4563-8815-6C642BB9871C	Norway	NO	Finnmark	Porsanger	Savngovann	Indre Finnmark	In the original data this is known as lineID 1057, and reporting level: Indre Finnmark	69.7709	25.1067	EPSG:4326	100	NA	NA
EFA5F420-2259-44AC-9444-010F996C3D82	Event	2018-01-31 15:51:34.25	Fefo	NA	EFA5F420-2259-44AC-9444-010F996C3D82		Distance sampling based on line transects	3801	metre	2016-08-21	20:05:00/22:00:00	Line transect	1DE79D75-B884-4983-8566-2295BF77050D	Norway	NO	Finnmark	Alta	Stilla – Joatka	Vest Finnmark kyst	In the original data this is known as lineID 949, and reporting level: Vest Finnmark kyst			EPSG:4326		LINESTRING (23.820445716133694 69.772350890006663, 23.722079388872835 69.773896848104684)	GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["Degree",0.0174532925199433]]
978B472A-F138-4BBD-A6D2-011E50A8A519	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"13" }	978B472A-F138-4BBD-A6D2-011E50A8A519	F95046BB-0827-442F-8B38-8A01D88274E4	Distance sampling based on line transects	NA	NA	2015-08-20	11:45:00	Human observation	B6732256-74E8-4D4F-8BC3-206A008D5479	Norway	NO	Finnmark	Kvalsund	Sennalandet	Vest Finnmark kyst	In the original data this is known as lineID 962, and reporting level: Vest Finnmark kyst	70.1938	24.1476	EPSG:4326	100	NA	NA
1D699B77-5175-4D38-A543-011F67442A2F	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"80" }	1D699B77-5175-4D38-A543-011F67442A2F	B7944508-6A23-4803-9ED1-6D791F6D960A	Distance sampling based on line transects	NA	NA	2009-08-17	15:35:00	Human observation	F732A53C-28B9-4EA5-9A50-1DE2012A361C	Norway	NO	Finnmark	Kautokeino	Geadgejavri	Indre Finnmark	In the original data this is known as lineID 928, and reporting level: Indre Finnmark	68.7014	23.3675	EPSG:4326	100	NA	NA
C780CFEA-13E4-4C91-B8B1-0130EC1AA7FB	Event	2018-01-31 15:51:34.25	Fefo	NA	C780CFEA-13E4-4C91-B8B1-0130EC1AA7FB		Distance sampling based on line transects	2500	metre	2015-08-15	14:35:00/16:29:00	Line transect	3DE77A06-EE1B-41C8-897E-93D638F448C8	Norway	NO	Finnmark	Måsøy	Rolvsøy	Vest Finnmark kyst	In the original data this is known as lineID 1279, and reporting level: Vest Finnmark kyst			EPSG:4326		LINESTRING (24.016882547758314 70.992239151846846, 24.013494499941192 71.014624270796091)	GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["Degree",0.0174532925199433]]
782366EE-9EF9-432E-9F1E-0131ED7412C9	Event	2019-08-08 14:21:03.887	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"147" }	782366EE-9EF9-432E-9F1E-0131ED7412C9	EA58A956-A3FB-4493-B85F-9CF1CC81391C	Distance sampling based on line transects	NA	NA	2018-08-07	16:50:00	Human observation	732D5045-4B48-4E3D-8B3B-DDD0808ED0E5	Norway	NO	Finnmark	Tana	Tanadalen	Øst Finnmark	In the original data this is known as lineID 1271, and reporting level: Øst Finnmark	69.9605	27.0038	EPSG:4326	100	NA	NA
7FDCD109-DF5F-457B-AEF8-014580070638	Event	2019-08-08 14:21:03.887	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"180" }	7FDCD109-DF5F-457B-AEF8-014580070638	F6CA0217-1220-408E-BAC6-A7379F812642	Distance sampling based on line transects	NA	NA	2018-08-09	09:11:00	Human observation	759D1F36-7CDB-455C-9CDA-9C36C1B3CD69	Norway	NO	Finnmark	Hasvik	Sørøya	Vest Finnmark kyst	In the original data this is known as lineID 952, and reporting level: Vest Finnmark kyst	70.6218	22.1148	EPSG:4326	100	NA	NA
A9DBE79B-E273-4777-B897-01464F3C2E82	Event	2018-01-31 15:51:34.35	Fefo		A9DBE79B-E273-4777-B897-01464F3C2E82	81EBEFC3-D81F-42FA-A3F6-04617EFF4757	Distance sampling based on line transects	NA	NA	2008-08-09	13:52:00	Human observation	800796BC-7F1D-42C8-913C-A8EF66DD326F	Norway	NO	Finnmark	Porsanger	Kjæs	Vest Finnmark kyst	In the original data this is known as lineID 982, and reporting level: Vest Finnmark kyst	70.5536	25.889	EPSG:4326	100	NA	NA
53AF68F6-6AD6-4A06-9586-0158342B381A	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"10" }	53AF68F6-6AD6-4A06-9586-0158342B381A	B2402D48-845F-4F42-AA89-27E8C0A04033	Distance sampling based on line transects	NA	NA	2015-08-15	16:35:00	Human observation	36A4985E-AC80-4C0A-8D14-11DDB1779D99	Norway	NO	Finnmark	Sør-Varanger	Pasvik	Pasvik	In the original data this is known as lineID 1133, and reporting level: Øst Finnmark	69.233	28.9248	EPSG:4326	100	NA	NA
51361FF8-B028-4DF9-A88E-015E40D61508	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"63" }	51361FF8-B028-4DF9-A88E-015E40D61508	19B69A28-4C17-409F-AD8F-781FD5D6153C	Distance sampling based on line transects	NA	NA	2012-08-09	19:43:00	Human observation	AA9CFA68-3440-4CB7-9E9E-702844BA2A2A	Norway	NO	Finnmark	Måsøy	Hjelmsøy	Vest Finnmark kyst	In the original data this is known as lineID 1409, and reporting level: Vest Finnmark kyst	71.0432	24.7394	EPSG:4326	100	NA	NA
66029622-243A-4035-99C0-0161E350D27B	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"12" }	66029622-243A-4035-99C0-0161E350D27B	EB0E3910-F6EA-4B3A-8530-D20F4D020463	Distance sampling based on line transects	NA	NA	2003-08-17	NA	Human observation	3C8456DE-066E-48F0-87E2-01275F42985F	Norway	NO	Finnmark	Sør-Varanger	Pasvik	Pasvik	In the original data this is known as lineID 1136, and reporting level: Øst Finnmark	69.4661	29.5791	EPSG:4326	100	NA	NA
27CFF904-2084-41DE-B8E0-016507EC2102	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"58" }	27CFF904-2084-41DE-B8E0-016507EC2102	14BA9CA7-501D-4762-AD21-FAA95D684383	Distance sampling based on line transects	NA	NA	2005-08-13	NA	Human observation	69077811-7F0C-40A3-A4BA-B7FD0F112375	Norway	NO	Finnmark	Vardø	Komagdalen	Øst Finnmark	In the original data this is known as lineID 815, and reporting level: Øst Finnmark	70.2796	30.4845	EPSG:4326	100	NA	NA
86DCAF54-8581-4B2B-954C-0168B5FC662B	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"138" }	86DCAF54-8581-4B2B-954C-0168B5FC662B	BF5035AC-4A8A-42BB-A9B5-F90BE1A27ABE	Distance sampling based on line transects	NA	NA	2016-08-13	12:45:00	Human observation	3DE77A06-EE1B-41C8-897E-93D638F448C8	Norway	NO	Finnmark	Måsøy	Rolvsøy	Vest Finnmark kyst	In the original data this is known as lineID 1279, and reporting level: Vest Finnmark kyst	70.9931	24.0126	EPSG:4326	100	NA	NA
42383EAE-6B4D-46BD-95E4-016EF6FAF8E4	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"45" }	42383EAE-6B4D-46BD-95E4-016EF6FAF8E4	F98BC3F1-6116-4370-BF7F-E113111BDAE5	Distance sampling based on line transects	NA	NA	2010-08-18	10:28:00	Human observation	29474EA4-295F-4C4E-9BB1-BD02D5E6B41A	Norway	NO	Finnmark	Vadsø	Byvann	Øst Finnmark	In the original data this is known as lineID 819, and reporting level: Øst Finnmark	70.1199	29.8288	EPSG:4326	100	NA	NA
0787E96D-0054-4669-92C1-0175C07E361D	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"297" }	0787E96D-0054-4669-92C1-0175C07E361D	6F0D1125-DC1F-451D-AC1C-F231AC4BAF42	Distance sampling based on line transects	NA	NA	2001-08-10	NA	Human observation	14DC848F-B91D-4F18-B234-8396366B7A81	Norway	NO	Finnmark	Kautokeino	Maze	Indre Finnmark	In the original data this is known as lineID 884, and reporting level: Indre Finnmark	69.4319	23.4879	EPSG:4326	2000	NA	NA
478B92A2-98C7-4A6F-95D7-017C2AE8859E	Event	2019-08-08 14:22:52.877	Fefo	NA	478B92A2-98C7-4A6F-95D7-017C2AE8859E		Distance sampling based on line transects	3501	metre	2018-08-16	19:15:00/21:05:00	Line transect	7323CE6C-D287-4A7D-9370-0A3A4EA9EC54	Norway	NO	Finnmark	Alta	Stilla – Joatka	Vest Finnmark kyst	In the original data this is known as lineID 941, and reporting level: Vest Finnmark kyst			EPSG:4326		LINESTRING (23.813573056948506 69.808363401388235, 23.722817750754068 69.809785978145129)	GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["Degree",0.0174532925199433]]
19F0F0B0-248A-457A-89B1-017D71743E73	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"119" }	19F0F0B0-248A-457A-89B1-017D71743E73	1AA73E28-A52D-43E8-9A39-785C33BB17C7	Distance sampling based on line transects	NA	NA	2009-08-05	11:30:00	Human observation	E72387F7-FF0B-4C2B-A93A-45999EB2BA40	Norway	NO	Finnmark	Porsanger	Leirpollen	Vest Finnmark kyst	In the original data this is known as lineID 1016, and reporting level: Vest Finnmark kyst	70.4331	25.709600000000002	EPSG:4326	100	NA	NA
180F1A41-AC34-4C62-8B1A-01809DE50DA8	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"60" }	180F1A41-AC34-4C62-8B1A-01809DE50DA8	759623C5-919D-48A1-8CB2-FAB77DAFC838	Distance sampling based on line transects	NA	NA	2009-08-17	19:10:00	Human observation	0DAD80B2-AF8E-4DA7-A016-ADC56E493C6B	Norway	NO	Finnmark	Kautokeino	Geadgejavri	Indre Finnmark	In the original data this is known as lineID 930, and reporting level: Indre Finnmark	68.7109	23.3999	EPSG:4326	100	NA	NA
9F50EF6F-E1D6-4F16-BD59-01B0E5339113	Event	2018-01-31 15:51:34.25	Fefo	NA	9F50EF6F-E1D6-4F16-BD59-01B0E5339113		Distance sampling based on line transects	4001	metre	2014-08-14	12:10:00/14:44:00	Line transect	C669B121-6023-45E7-B6E9-6799FC51C928	Norway	NO	Finnmark	Kautokeino	Suossjavri	Indre Finnmark	In the original data this is known as lineID 1363, and reporting level: Indre Finnmark			EPSG:4326		LINESTRING (24.213964341283763 69.373480398354658, 24.218584461533272 69.33765123575597)	GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["Degree",0.0174532925199433]]
26DFF1F2-7894-4E92-9A94-01B3CBA20D5B	Event	2018-01-31 15:51:34.25	Fefo	NA	26DFF1F2-7894-4E92-9A94-01B3CBA20D5B		Distance sampling based on line transects	3400	metre	2013-08-18	13:30:00/16:00:00	Line transect	41ABE8F9-7A45-41C1-8DE5-89EB67167CDD	Norway	NO	Finnmark	Sør-Varanger	Neiden	Øst Finnmark	In the original data this is known as lineID 1267, and reporting level: Øst Finnmark			EPSG:4326		LINESTRING (29.196500382806491 69.73277322251441, 29.116368227537031 69.733754491436144)	GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["Degree",0.0174532925199433]]
EB7133F5-8CDB-47EC-825D-01BCCCD9D641	Event	2018-01-31 15:51:34.25	Fefo	NA	EB7133F5-8CDB-47EC-825D-01BCCCD9D641		Distance sampling based on line transects	2364	metre	2008-08-08	13:00:00/14:30:00	Line transect	0800A77E-7115-4347-B9F9-03148E49EAB3	Norway	NO	Finnmark	Kautokeino	Spielgajavrrit	Indre Finnmark	In the original data this is known as lineID 915, and reporting level: Indre Finnmark			EPSG:4326		LINESTRING (23.250493985362063 69.152435557518956, 23.309740293790785 69.151650257107)	GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["Degree",0.0174532925199433]]
D00C7BE9-0BD1-45CF-9EFE-01BE3E5E0429	Event	2018-01-31 15:51:34.35	Fefo	{ "perpendicular distance in meters from transect line as reported by the field worker":"0" }	D00C7BE9-0BD1-45CF-9EFE-01BE3E5E0429	B1EE621D-8060-4ADC-96FE-F654B04DF32D	Distance sampling based on line transects	NA	NA	2016-08-17	14:43:00	Human observation	1D70EFC7-DA84-4668-9C06-F72D1935D689	Norway	NO	Finnmark	Porsanger	Kjæs	Vest Finnmark kyst	In the original data this is known as lineID 998, and reporting level: Vest Finnmark kyst	70.5182	25.9171	EPSG:4326	100	NA	NA
E3D2FC91-4036-4629-84F9-01C23C395DB6	Event	2018-01-31 15:51:34.25	Fefo	NA	E3D2FC91-4036-4629-84F9-01C23C395DB6		Distance sampling based on line transects	3300	metre	2015-08-18	15:02:00/16:46:00	Line transect	3D061D83-DBA0-4C6E-A377-F9F7F9192D1B	Norway	NO	Finnmark	Nesseby	Nyborgmoen/Kroken	Øst Finnmark	In the original data this is known as lineID 1117, and reporting level: Øst Finnmark			EPSG:4326		LINESTRING (28.751972443927684 70.23920328719197, 28.663229398334511 70.2400457521411)	GEOGCS["GCS_WGS_1984",DATUM["D_WGS_1984",SPHEROID["WGS_1984",6378137,298.257223563]],PRIMEM["Greenwich",0],UNIT["Degree",0.0174532925199433]]
